quote,url
"I don't have to wonder what to do with the time. Between interviewing brokers and doctors, that can keep me busy.",https://captionsbest.blogspot.com/2013/01/new-broker-names-arrived-today.html
Do not let your broker make you broke!,https://captionsbest.blogspot.com/2013/01/looking-for-new-broker.html
You never know what a new day will bring.,https://captionsbest.blogspot.com/2013/01/open-house-today-with-offer.html
Just because you are older does not mean that you should be put out to pasture.,https://captionsbest.blogspot.com/2012/12/older-actors-in-new-movies.html
"Shingles are only good for the roof, not for people.",https://captionsbest.blogspot.com/2012/12/shingles-shot-no-guarantee.html
You can be your own lawyer.,https://captionsbest.blogspot.com/2012/12/writing-to-top-person-works.html
Learn how to protect yourself in writing.,https://captionsbest.blogspot.com/2012/12/defending-your-rights.html
Reinventing yourself at any age is a plus!,https://captionsbest.blogspot.com/2012/12/adjusting-to-new-schedule.html
We only need one buyer with some money.,https://captionsbest.blogspot.com/2012/12/open-house-today.html
"Learn flexibility. Without it, you will break!",https://captionsbest.blogspot.com/2012/12/every-day-is-new-adventure.html
There are lots of good deals. You just have to search for them.,https://captionsbest.blogspot.com/2012/12/a-fun-weekend.html
Sometimes you have to be your own doctor.,https://captionsbest.blogspot.com/2012/12/making-progress.html
"It seems in life there is often a new problem. You don't have to look for problems, they just show up.",https://captionsbest.blogspot.com/2012/12/giving-priority-to-problems.html
Listen to your body. It will win.,https://captionsbest.blogspot.com/2012/11/broken-computer.html
Moving is a lot of work! Time to sell!,https://captionsbest.blogspot.com/2012/11/happy-holidays-enjoy.html
Make some of your gifts yourself and save money and save shopping.,https://captionsbest.blogspot.com/2012/11/finally-nicer-day-with-sun.html
Get out of New England in the winter.,https://captionsbest.blogspot.com/2012/11/new-england-weather.html
Sometimes you have to be lucky.,https://captionsbest.blogspot.com/2012/10/time-to-relocate-to-mass.html
We are now the seniors generation .,https://captionsbest.blogspot.com/2012/10/fun-bar-mitzvah.html
Getting ready to relocate.,https://captionsbest.blogspot.com/2012/10/fun-getting-published.html
Write what you feel and say it clearly. Good luck writing.,https://captionsbest.blogspot.com/2012/10/my-letter-was-published.html
Simple voting is not always simple. Especially for Florida voters.,https://captionsbest.blogspot.com/2012/10/will-my-vote-count.html
It pays to take out the postal insurance.,https://captionsbest.blogspot.com/2012/10/where-is-my-package.html
Networking is the name of the game.,https://captionsbest.blogspot.com/2012/10/argo-must-to-see.html
Reunions are times to realize how quickly time marches on.,https://captionsbest.blogspot.com/2012/10/class-reunion-and-apple-picking.html
Time to relocate to warmer weather.,https://captionsbest.blogspot.com/2012/10/rainy-windy-and-cold.html
Enjoy your family. That is improtant.,https://captionsbest.blogspot.com/2012/10/nice-company.html
After lots of rain it is always wonderful to see he sun again. Happy Times !,https://captionsbest.blogspot.com/2012/10/love-to-paint-pictures-for-my-grandkids.html
Anyone can sell their own property without a realtor.,https://captionsbest.blogspot.com/2012/09/3-more-hits-and-i-will-be-at-8000.html
No one is perfect.,https://captionsbest.blogspot.com/2012/09/forgetting-to-read-calendar.html
Today's generation is extreme casual.,https://captionsbest.blogspot.com/2012/09/happy-new-year.html
Travel if you must for health issues. Go to the best!,https://captionsbest.blogspot.com/2012/09/it-pays-to-go-to-lahey-clinic.html
Miracles do happen.,https://captionsbest.blogspot.com/2012/09/a-miracle.html
Find something you enjoy doing and keep doing it. It will keep you young and involved.,https://captionsbest.blogspot.com/2012/08/teaching-arthritis-class-and-fun-with.html
I am lucky to have a wonderful daughter.,https://captionsbest.blogspot.com/2012/08/wonderful-trip-with-daughter-lynn.html
There are many lovely people in thie world.,https://captionsbest.blogspot.com/2012/08/welcome-to-new-readers.html
Sometimes common sense takes some time.,https://captionsbest.blogspot.com/2012/08/common-sense-takes-time.html
Let's avoid the realtor.,https://captionsbest.blogspot.com/2012/08/hooray-i-did-it.html
Not all projects are fun.,https://captionsbest.blogspot.com/2012/08/nice-lunch-with-daugther.html
Some things take more time than you realizxe.,https://captionsbest.blogspot.com/2012/08/amazing-time-with-richard-and-friends.html
Every day is a new adventure.,https://captionsbest.blogspot.com/2012/08/nice-lunch-with-lynn.html
In sptie of problems we have to learn to try and try again. Persisitence does pay!,https://captionsbest.blogspot.com/2012/08/frustrated-fancy-nancy.html
Mondays are fundays.,https://captionsbest.blogspot.com/2012/08/need-to-discover-ways-to-correct-errors.html
Dumping old records will gieve m more shelf space. There is always too much stuff around the house.,https://captionsbest.blogspot.com/2012/08/socail-weekend.html
All seniors in my classes can have A plus . My students are 70 and up.,https://captionsbest.blogspot.com/2012/08/fun-lunch-swim-and-class.html
"When the rain comes with nice company, you don't mind the rain.",https://captionsbest.blogspot.com/2012/07/new-blogs-rules-can-confuse-writer.html
"Teaching can be lots of fun. This class is new to me, but who knows, I could have a new career.",https://captionsbest.blogspot.com/2012/07/arthritis-class-today.html
Classes are great for learning about new subjects.,https://captionsbest.blogspot.com/2012/07/good-guest-speaker-in-class.html
Sometimes a tough trip makes you appreciate your nice home.,https://captionsbest.blogspot.com/2012/07/fun-company-for-dinner.html
Writing is a wonderful emotionl release. Try it!,https://captionsbest.blogspot.com/2012/07/time-to-start-writing-another-snipetts.html
No one wants univited Bug Guests. Go Away!,https://captionsbest.blogspot.com/2012/07/bugs-go-away.html
Don't let the heat wear you out. Drink lots of water.,https://captionsbest.blogspot.com/2012/07/fun-class-at-library.html
Everyone needs a skin doctor now and in the future.,https://captionsbest.blogspot.com/2012/07/skin-doctor-special.html
"Marketing is the key to most projects n life. You can have a good idea, but others need to know about your ideas to promote them.",https://captionsbest.blogspot.com/2012/07/library-workshops-go-situation.html
You have to learn to adjust to circumstances.,https://captionsbest.blogspot.com/2012/07/life-has-surprises.html
You have to learn to Reject any rejection!,https://captionsbest.blogspot.com/2012/07/head-of-barclays-bank-resigns.html
You have to feel happy and comforatlbe with your work. Don't let anyone try to intimidate you.,https://captionsbest.blogspot.com/2012/07/that-is-not-me.html
"If you are not sure what you will do, sleep in it, and then you will know the answer!",https://captionsbest.blogspot.com/2012/07/stating-your-opinion.html
Be careful of the hot sun. It is not your friend!,https://captionsbest.blogspot.com/2012/06/family-reunion-in-sept.html
Families need to carve out the time to connect. It is fun and important.,https://captionsbest.blogspot.com/2012/06/family-reunion.html
I like new adventures,https://captionsbest.blogspot.com/2012/06/learning-about-e-books.html
Learn something new each day.,https://captionsbest.blogspot.com/2012/06/fun-monday-dancing-yoga-painting.html
Some sites can be confusing.,https://captionsbest.blogspot.com/2012/06/comments-have-new-system.html
Communication is the answer to many quesitons.,https://captionsbest.blogspot.com/2012/06/love-to-hear-from-my-readers.html
Research on any subject definitely pays off.,https://captionsbest.blogspot.com/2012/06/my-blog-has-many-new-readers.html
A hectic pace can wear you out. Rest when you can!,https://captionsbest.blogspot.com/2012/06/zumba-yoga-painting-and-rest.html
"Enjoy each day, you might as well.",https://captionsbest.blogspot.com/2012/06/fathers-day-was-fun.html
Allergies can really cause problems.,https://captionsbest.blogspot.com/2012/06/life-can-be-rollercoaster.html
Get protective shots if you think it makes good sense.,https://captionsbest.blogspot.com/2012/06/teaching-and-more-rain.html
What a treat to enjoy family fun in New York.,https://captionsbest.blogspot.com/2012/06/family-fun.html
Spending time with family is the highlight of this week. Love to all.,https://captionsbest.blogspot.com/2012/06/fun-times-with-family.html
New England weather changes constantly. You can go from winter to summer overnight.,https://captionsbest.blogspot.com/2012/06/rain-rain-go-away.html
Where is the sun?,https://captionsbest.blogspot.com/2012/06/rhode-island-is-rainiy-and-cold.html
Be glad when you have another birthday.,https://captionsbest.blogspot.com/2012/06/more-facebook-fun.html
Networking does pay off.,https://captionsbest.blogspot.com/2012/05/birthdays-on-facebook-af-fun.html
"I am very lucky to have three great adult,kids. !!!",https://captionsbest.blogspot.com/2012/05/glad-medical-tests-are-over.html
There are many ways to enjoy your day. Take advantage of interesting opportunities. You will meet some lovely people.,https://captionsbest.blogspot.com/2012/05/new-visitors-on-my-blog.html
New systems are confusing.,https://captionsbest.blogspot.com/2012/05/we-are-back-up-north.html
It is hard to protect yourself in this cyberworld.,https://captionsbest.blogspot.com/2012/05/privacy-is-thing-of-past.html
"Pick a job you love,and it won't seem like work. You should enjoy your job.",https://captionsbest.blogspot.com/2012/05/lunch-with-wonderful-student.html
Enjoy wherever you live. I like living in Florida and in Rhode Island. Both offer a good life style. I like teaching in both areas as well.,https://captionsbest.blogspot.com/2012/05/exercise-and-medical-apt.html
Time for the grandparents to reconnect with their families.,https://captionsbest.blogspot.com/2012/05/lunch-and-movie.html
Everyone has stuff that we do not need. Get rid of it!,https://captionsbest.blogspot.com/2012/05/social-time-before-relocating.html
Libraries have great sales. Reading is just one great hobby.,https://captionsbest.blogspot.com/2012/04/rainy-florida-day.html
Stay as a kid as long as possible. Enjoy your new friends and adventures.,https://captionsbest.blogspot.com/2012/04/nice-dinner-guests-and-fun-meeting.html
Relocating is fun after the work is completed. It takes time to move.,https://captionsbest.blogspot.com/2012/04/getting-reorganized-to-relocate.html
Don't take an exercise program with a 19 year old when you are way past 19.,https://captionsbest.blogspot.com/2012/04/exercise-lesson-ends.html
Exercising with air-conditioning is great to allergies.,https://captionsbest.blogspot.com/2012/04/fitness-membership-closing.html
Enjoy each new day.,https://captionsbest.blogspot.com/2012/04/getting-social.html
"Libraries are wonderful places. They offer the public so many great things to read, see , and enjoy.",https://captionsbest.blogspot.com/2012/04/reading-my-post-and-comments.html
"Winter camp for grandparents is nearly over. Next, we return to real world soon.",https://captionsbest.blogspot.com/2012/04/massage-and-shopping.html
People have been fighting in wars forever. Will they ever learn to get along with each other???,https://captionsbest.blogspot.com/2012/04/news-group-meets-and-discusses-current.html
"Folks do not realize it, but the loud rock music can wreck your hearing. Watch out!",https://captionsbest.blogspot.com/2012/04/tennis-party-and-morning-service.html
Condo living has its issues.,https://captionsbest.blogspot.com/2012/04/nice-dinner-guests-tonight.html
Privacy no longer exists in the world today.,https://captionsbest.blogspot.com/2012/04/new-movie-is-excellent.html
Use your dictionary to help you out spelling words.,https://captionsbest.blogspot.com/2012/04/dictionaries-are-helpful.html
Libraries are an important free facility for many of us. Too bad that many cities and towns have to cut back on library funds. So many folks enjoy our wonderful libraries.,https://captionsbest.blogspot.com/2012/04/libraries-are-wonderful-places.html
Your body definitely changes as you age.,https://captionsbest.blogspot.com/2012/04/getting-reorganized-for-may.html
Share your good books with others. They will enjoy reading them . Why not!,https://captionsbest.blogspot.com/2012/03/morning-seminar-and-afternoon-cleaning.html
Reading can take you any where you want to go. You don't even have to leave your home.,https://captionsbest.blogspot.com/2012/03/erramds-appointments-and-nice-nap.html
"If you have special needs, try to accommodate them!",https://captionsbest.blogspot.com/2012/03/fun-class-and-tennis-party.html
You sometmes need an engineer to operate all this new cyber equipment. I am not an engineer.,https://captionsbest.blogspot.com/2012/03/cell-phone-remedy.html
Connecting with family is important. Take the time to enjoy your family.,https://captionsbest.blogspot.com/2012/03/visit-with-cousin-in-palm-beach-gardens.html
"Try something new, it is always an adventure.",https://captionsbest.blogspot.com/2012/03/mapquest-will-not-print.html
Exercise helps us relax.,https://captionsbest.blogspot.com/2012/03/taxes-can-be-full-time-job.html
There are some days that include good times and not so good times. Hang loose Fancy Nancy!,https://captionsbest.blogspot.com/2012/03/roller-coaster-day.html
"Even when you try something new, it does not always work out.",https://captionsbest.blogspot.com/2012/03/meeting-was-fun-but-disappointting.html
By meeting super seniors you can learn a lot from them.,https://captionsbest.blogspot.com/2012/03/fun-lunch-at-aston-gardens.html
It pays to periodically meet with you boss to find out what he is looking for. Then you can try to fill the need.,https://captionsbest.blogspot.com/2012/03/interesting-meeting-to-plan-courses.html
"When bad things happen, make them work for you.",https://captionsbest.blogspot.com/2012/03/another-full-day.html
You never know what you will find at Good Will.,https://captionsbest.blogspot.com/2012/03/banks-now-have-identity-theft-insurance.html
You will never run out of errands.,https://captionsbest.blogspot.com/2012/03/fancy-nancy-enjoyed-movie-club-meeting.html
We all need to learn to protect ourselves from Identity Theft. It is a crime widespread!,https://captionsbest.blogspot.com/2012/03/fancy-nancy-is-meeting-with-banks.html
I now have a new career. Seminars on Fraud and Scams.,https://captionsbest.blogspot.com/2012/03/when-shit-happends-move-on.html
You have to make lemonade out of the lemons you get in life. I try to do just that!,https://captionsbest.blogspot.com/2012/03/new-hope-for-stomach.html
She will lose weight not eating. That is the only good part.,https://captionsbest.blogspot.com/2012/03/fancy-nancy-feeling-stomach-bug.html
Knowledge is power! Learn to protect yourself.,https://captionsbest.blogspot.com/2012/02/fancy-nancy-decides-to-run-seminars.html
"Anyone can be a victim. Beware , take care!",https://captionsbest.blogspot.com/2012/02/fancy-nancy-learns-about-fraud.html
Family and Friends make life wonderful. Enjoy them!,https://captionsbest.blogspot.com/2012/02/fun-visit-with-family.html
"Better safe than sorry.Before you sign any documents know what you are signing and if you don't know what to do, check with your trusted advisor . Fancy Nancy finds life confusing at times. There are scams out there, so protect yourself the best way you know how.",https://captionsbest.blogspot.com/2012/02/some-days-are-confusing.html
Everyone loves a bargain!,https://captionsbest.blogspot.com/2012/02/bargain-clothes-are-fun.html
Some mail is better than others.,https://captionsbest.blogspot.com/2012/02/confusing-letter-in-mail.html
It never hurts to ask. You never know the answer until you ask.,https://captionsbest.blogspot.com/2012/02/new-group-will-meet-in-march.html
Learn what is your problem and what is someone else's problem and don't get caught in the middle. A good lesson for all.,https://captionsbest.blogspot.com/2012/02/new-group-takes-off.html
Sometimes a new group can help find solutions to new issues.,https://captionsbest.blogspot.com/2012/02/new-couples-group-begins.html
Quick learning pays off.,https://captionsbest.blogspot.com/2012/02/quick-learning.html
Belive in yourself and think before you invest.,https://captionsbest.blogspot.com/2012/02/time-out-today-to-catch-up-and-relax.html
Life does have its challenges.,https://captionsbest.blogspot.com/2012/02/ever-day-is-new-adventure.html
"Enjoy an afternoon nap and when you wake up , you will feel like it is a new day.",https://captionsbest.blogspot.com/2012/02/dental-visit-seminar-and-no-class.html
Time to buy more balls for the football teams.,https://captionsbest.blogspot.com/2012/02/superbowl-is-on-now.html
People can be WONDERFUL. Many thanks to these two girls. I want to call them to send them a gift as well. They need to know how much I appreciated their help.,https://captionsbest.blogspot.com/2012/02/fancy-nancy-has-confusing-day.html
You are lucky when you have a caring doctor. Everyone needs one.,https://captionsbest.blogspot.com/2012/01/happy-fancy-nancy-is-getting-better.html
Sometimes you need to be your own doctor. Should I call myself Dr. Fancy Nancy?,https://captionsbest.blogspot.com/2012/01/fancy-nancy-has-medical-day.html
With luck the body parts will be pasted back together. Aging is not for sissies.,https://captionsbest.blogspot.com/2012/01/fabulous-time-with-lynn.html
Teaching has great benefits.,https://captionsbest.blogspot.com/2012/01/harry-fixed-my-frozen-blog.html
I just met a family from Norway and they get both maternity and paternity leaves for 5 weeks. Shall we all move to Norway?? No it is too cold in the winter.,https://captionsbest.blogspot.com/2012/01/working-at-chamber.html
AOL often has problems. Not a great server.,https://captionsbest.blogspot.com/2012/01/fancy-nancy-struggles-with-aol.html
There are times when it feels good to swear. Today was one of those times. Swearing is okay at times. Why not!,https://captionsbest.blogspot.com/2012/01/fancy-nancy-medical-day.html
It is so nice when you love your work.,https://captionsbest.blogspot.com/2012/01/fun-new-class.html
Nothing comes in life without some effort.,https://captionsbest.blogspot.com/2012/01/meeting-new-clients.html
It is fun to try a new adventure!,https://captionsbest.blogspot.com/2012/01/delightful-day-on-sanibel-and-captiva.html
"The price of a new car key is outrageous. Do we have a choice? No, not if you need a spare key. Wow!",https://captionsbest.blogspot.com/2012/01/new-car-key-costs-are-outrageous.html
Getting reorganized sometimes takes time and effort.The result is worth the work.,https://captionsbest.blogspot.com/2011/12/new-book-arrives-and-new-carpet-also.html
The librarian does not care if you return a book unread.,https://captionsbest.blogspot.com/2011/12/my-new-book-is-in-mail.html
"If you want to make money , don't plan on being a writer or an artist. Find a job that guarantees a paycheck!",https://captionsbest.blogspot.com/2011/12/new-books-at-bargain-box.html
"Sometimes it is nice to have a quiet holiday time. We loved seeing family earlier in the week.Fancy Nancy Says: Sometimes you have to celebrate every day, not just on a holidays. Amen!",https://captionsbest.blogspot.com/2011/12/quiet-xmas.html
"If you lose something, move on. You will probably find it at a later date. It is not worth struggling to find it.Fancy Nancy Says: If something is important, try to have a duplicate",https://captionsbest.blogspot.com/2011/12/chanber-work-day.html
You can find some good stuff at junk shops.,https://captionsbest.blogspot.com/2011/12/good-will-can-be-fun.html
It is so nice to know I have readers from all over.,https://captionsbest.blogspot.com/2011/12/welcome-to-my-new-readers.html
Completing a project makes you feel good.,https://captionsbest.blogspot.com/2011/12/snippets-is-being-printed.html
"If you lose something, don't panic, it may reappear when it is ready. PS Get two of everything.",https://captionsbest.blogspot.com/2011/12/finding-what-you-lost.html
Completing a goal feels good!,https://captionsbest.blogspot.com/2011/12/hooray-snippets-2-is-nearly-ready.html
Negotiating can be fun and save you money.,https://captionsbest.blogspot.com/2011/12/check-out-hotel-deals.html
"Don't let your computer get you crazy!I am adding a PS to this blog. For those of us who wear eyeglasses. Do you now need glasses to find your eyeglasses? I have many pairs, good ones and cheap ones and inevitably the one pair I need somehow gets lost. Fancy Nancy Says: Don't let your glasses get you nuts, find another pair for now and maybe the lost ones will return. They are for the moment in never never land.",https://captionsbest.blogspot.com/2011/12/computers-can-confuse.html
You never know what a new day will bring.,https://captionsbest.blogspot.com/2011/12/marcia-please-send-me-update.html
We are lucky when they can still fix our bodies.,https://captionsbest.blogspot.com/2011/12/medical-day.html
It pays to volunteer. You never know what you will get.,https://captionsbest.blogspot.com/2011/12/fun-new-volunteer-job.html
You don't always need competition to win.,https://captionsbest.blogspot.com/2011/12/have-any-of-you-tried-boric-acid-for.html
I am lucky to still be teaching.,https://captionsbest.blogspot.com/2011/12/90th-birthday-celebration.html
Nice to have things working again.,https://captionsbest.blogspot.com/2011/12/hooray-my-computer-got-fixed.html
Make the most of every day. Still waiting to get back my aol connection.,https://captionsbest.blogspot.com/2011/11/good-hearing-seminar.html
Watch your blood pressure. It can creep up unexpectedly.,https://captionsbest.blogspot.com/2011/11/lost-my-connection-to-aol.html
Don't give us on your health plan even during the holidays. Stay fit!,https://captionsbest.blogspot.com/2011/11/thanksgiving-day-is-near.html
It is fun to try new things. Happy Thanksgiving to all.,https://captionsbest.blogspot.com/2011/11/trying-la-fitness.html
"It is easier to concentrate on one thing at a time. Many of us multi-task, but that is when some mistakes can occur. Slow down and focus.",https://captionsbest.blogspot.com/2011/11/new-contacts-from-readers.html
Getting into a new routine takes some time and adaptation. Have patience with yourself.,https://captionsbest.blogspot.com/2011/11/getting-reorganized.html
"Life is a seasaw, just like the stock market it goes up and down. Balancing things out is a trick. I am still learning.",https://captionsbest.blogspot.com/2011/11/we-arrived-in-naples-florida.html
I must be a gypsy at heart. I love to travel and live different places. I always like the place I am in.,https://captionsbest.blogspot.com/2011/11/cleaning-out-food.html
"When the going gets tough, the tough get going! Hang in there USA!",https://captionsbest.blogspot.com/2011/11/heavy-rain.html
Never stop learning!,https://captionsbest.blogspot.com/2011/11/researching-library-degree_07.html
It pays to listen to your customers. They know what they want.,https://captionsbest.blogspot.com/2011/11/volunteer-job-ended-today.html
When I grow up I will know what I want to be. Right now it is fun to investigage new careers. I do love working.,https://captionsbest.blogspot.com/2011/11/tower-heist.html
"Plan now while you have the ability to think and act and get your estate organized. You are the best one to do that for your family. In the long run they will thank you for making their lives simpler . A crisis is not the time to think about an estate plan. Get professional advice . It is often money well- spent. It is also a tax deduction . Have the bill say, "" For estate planning"" and you can deduct the expense . "" Uncle Sam will help you pay the bill.",https://captionsbest.blogspot.com/2011/11/estate-planning.html
Don't count on the weather in New England. Just try to stay warm and dry.,https://captionsbest.blogspot.com/2011/10/winter-has-arrived.html
It often takes twice as much time to accomplish what you want. Many things that take place are beyond your control. Patience is a virtue.,https://captionsbest.blogspot.com/2011/10/women-and-finance-seminar.html
Enjoy the present and the now.,https://captionsbest.blogspot.com/2011/10/janes-birthday-visit.html
Take the time to get more than one opinion. You never know what you will learn. PS Social Security announced today there will be a 3.2 raise next year. I think it is because it is an election year. Lots of seniors will be happy. We had accounts frozen for two years.,https://captionsbest.blogspot.com/2011/10/meeting-diabetic-counselor.html
Hanging Loose Makes Sense. We can't always know what the future will hold.,https://captionsbest.blogspot.com/2011/10/still-getting-organized.html
Opportunity comes to those who look for it. Try something new and see what happens.,https://captionsbest.blogspot.com/2011/10/nice-surprise.html
Meet new people in your life. Your world will open up1,https://captionsbest.blogspot.com/2011/10/volunteering-at-chamber.html
"If you can't travel everwhere, stay home and find people coming to you.",https://captionsbest.blogspot.com/2011/10/meeting-people-from-different-countries.html
History can teach us lessons!,https://captionsbest.blogspot.com/2011/10/book-club-discussion-on-cleopatra.html
Treat yourself to fun things when you have tough times.,https://captionsbest.blogspot.com/2011/10/guarnteed-diet-plan.html
"As we age, we need fewer things! Give away what you don't need. You will have more room.",https://captionsbest.blogspot.com/2011/10/sunny-sunday.html
Take care of your health. You have only one body. Help it to work for you.,https://captionsbest.blogspot.com/2011/09/dental-surgery-and-instant-weight-loss.html
"Take care of your body, you only have one.",https://captionsbest.blogspot.com/2011/09/interview-fun-lunch-and-movie.html
Opportunity could be just around the corner. Don't miss it!,https://captionsbest.blogspot.com/2011/09/silver-sneakers-program-at-y.html
Interacting with the student is the way you get to know them. I wonder how a teacher can do it with a huge class???,https://captionsbest.blogspot.com/2011/09/fall-is-arriving.html
The new jobs plan won't cost us any more money. Perhaps he is a magician.,https://captionsbest.blogspot.com/2011/09/instructions-on-how-to-post-comment.html
Marketing is the key to sales and enrollment.,https://captionsbest.blogspot.com/2011/09/wonderful-weekend-with-family-and.html
Enjoy your family as often as you can. We loved having time with family.,https://captionsbest.blogspot.com/2011/09/need-instructions-on-how-to-write.html
Keep in touch and reconnect whenever you can. Time goes very quickly.,https://captionsbest.blogspot.com/2011/09/time-to-book-medical-appointments.html
Sometimes the weather can be tough. Glad Irene is gone.,https://captionsbest.blogspot.com/2011/08/fast-trip-to-quebec.html
Do what works at the time. You never know when opportunity will show up.,https://captionsbest.blogspot.com/2011/08/newport-before-storm.html
Is is right to write often!,https://captionsbest.blogspot.com/2011/08/we-are-due-for-storm.html
Maybe the US should take some new economic lessons.,https://captionsbest.blogspot.com/2011/08/seminar-proposal.html
"A fun cane makes using one a conversation piece. Then folks don't even ask why you are using a cane. If you know of someone in need of a fun cane, have them contact me at Nshu4@aol.com My canes are one of a kind. I have made piano canes, theater canes, polka dot canes - you name it, all kinds of fun canes.",https://captionsbest.blogspot.com/2011/08/another-rainy-wet-day.html
I am looking for fall coursses to see my plan in case teaching does not come through. Time will tell.,https://captionsbest.blogspot.com/2011/08/busy-day-at-chamber.html
"Connect today , not tomorrow. You will be glad you did.",https://captionsbest.blogspot.com/2011/08/network-now.html
It makes you feel good to help others.,https://captionsbest.blogspot.com/2011/08/fun-to-learn-of-new-readers.html
Simplify your life by cleaning out things you don't need.,https://captionsbest.blogspot.com/2011/08/good-week.html
Perhaps grandmothers should be running the treasury. They know how to save money.,https://captionsbest.blogspot.com/2011/08/wowwhat-crazy-market.html
"It is time for our government to fund the job market, not just the banks! They have had their turn. It did not help the job market. We need a change in policy.",https://captionsbest.blogspot.com/2011/08/busy-day-at-work.html
"Visiblity is key in sales efforts. Let folks see you , and maybe they will buy your book.",https://captionsbest.blogspot.com/2011/08/numbers-that-ring-bell.html
The best way to forget about your problem is to help someone else.,https://captionsbest.blogspot.com/2011/08/fun-day-with-good-friend.html
Be flexible and the ups and downs will be easier to take.,https://captionsbest.blogspot.com/2011/08/new-adventures.html
You are your best advocate. No one cares as much about your records as you do. Check them out!,https://captionsbest.blogspot.com/2011/08/keeping-track-of-records.html
Even the government must learn how to pay their bills before they commit to them.,https://captionsbest.blogspot.com/2011/07/welcome-to-my-new-readers.html
Take advantgage with a schedule change. Try to fit it something new!,https://captionsbest.blogspot.com/2011/07/changes-can-lead-to-opportunities.html
Learn as much as you can in advance about the company you wnat to work for.,https://captionsbest.blogspot.com/2011/07/two-nice-students-today.html
Write only one page for your resume. Condense it for easier reading.,https://captionsbest.blogspot.com/2011/07/dinner-guests-never-arrived.html
Thank Ben Franklin for developing the library system.,https://captionsbest.blogspot.com/2011/07/hot-and-humid-in-rhode-island.html
In today's recessionary economy you have to be an entrepreneur.,https://captionsbest.blogspot.com/2011/07/we-did-it.html
"A bird in the hand , is worth two in the bush. If you are owed something get it now, before it is gone. ( That is the problem with the pension funds. The money may be gone before the retirees get their fair share.)",https://captionsbest.blogspot.com/2011/07/map-shows-visitors-from-othe.html
My daughter will be glad that I am cleaning out my house.,https://captionsbest.blogspot.com/2011/07/cleaning-can-give-you-more-room.html
Enjoy your family while you can!,https://captionsbest.blogspot.com/2011/07/fun-newport-weekend.html
It never hurts to investigate different options.,https://captionsbest.blogspot.com/2011/07/nice-dinner-with-former-colleagues.html
Marketing is the key to sales. To sell anything you need publicity.,https://captionsbest.blogspot.com/2011/07/new-plan-for-teaching.html
"When you have a small house, get rid of the things you don't need. Your house will then get larger.",https://captionsbest.blogspot.com/2011/07/welcome-to-new-visitors.html
Balancing your life is not always easy to do!,https://captionsbest.blogspot.com/2011/07/fancy-nancy-in-transition.html
"If one thing does not work, try something else!",https://captionsbest.blogspot.com/2011/07/hearing-conference-day.html
Don't count on the weather or too much else. Life is not certain!,https://captionsbest.blogspot.com/2011/07/line-dancing-and-exercise.html
Teaching enrollment is often unpredictable. You never know if students will show up.,https://captionsbest.blogspot.com/2011/07/senior-center-events.html
Life is like the New England weather--- very unpredicatable.,https://captionsbest.blogspot.com/2011/07/welcome-to-my-new-blog-visitors.html
Live like a queen now and then!,https://captionsbest.blogspot.com/2011/07/wonderful-watch-hill-day.html
Never count your students until they actually arrive!,https://captionsbest.blogspot.com/2011/07/oops.html
"I hope nothing is bugging you, if so call the pest control company. They were great and came by noon that day.",https://captionsbest.blogspot.com/2011/07/what-is-bugging-you.html
Use your writing to clear your mind.,https://captionsbest.blogspot.com/2011/06/new-student-in-life-story-writing.html
"Everyone needs a day vacation ! Take one, it helps!",https://captionsbest.blogspot.com/2011/06/block-island-day-trip.html
Knowledge is power.,https://captionsbest.blogspot.com/2011/06/full-day-saturday.html
Look up when you are down.,https://captionsbest.blogspot.com/2011/06/wonderful-lunch-with-my-son-richard.html
"Respect Mother Nature, she always wins!",https://captionsbest.blogspot.com/2011/06/lovely-day-with-lynn.html
I am worn out.,https://captionsbest.blogspot.com/2011/06/fancy-nancy-is-on-overload.html
Hang in there!,https://captionsbest.blogspot.com/2011/06/interesting-connection.html
Writing helps to clear the mind. Keep writing!,https://captionsbest.blogspot.com/2011/06/very-helpful-driver.html
Nice naps work to heal the body and the mind.,https://captionsbest.blogspot.com/2011/06/trying-to-get-organized.html
At times you have to compliment yourself!,https://captionsbest.blogspot.com/2011/06/never-dull-moment.html
Goodnight!,https://captionsbest.blogspot.com/2011/06/what-crazy-week.html
"Take care of your body, it is the only one you will get.",https://captionsbest.blogspot.com/2011/05/hooray-for-fancy-nancy.html
"If one thing does not work, try another!.",https://captionsbest.blogspot.com/2011/05/strange-computer-problems.html
It never hurts to learn something new1,https://captionsbest.blogspot.com/2011/05/fun-full-day-with-student-and-scott.html
If you have good teeth you are lucky. Take good care of them. You don't want to be your dentist's pension plan.,https://captionsbest.blogspot.com/2011/05/dental-news.html
Remember your friends who might otherwise be alone on holidays. They need to be included .,https://captionsbest.blogspot.com/2011/05/happy-mothers-day-to-all.html
Learn to trade online and you won't go broke as fast!,https://captionsbest.blogspot.com/2011/05/fancy-nancy-learns-new-skill.html
Try to think nice things about those who have passed away.,https://captionsbest.blogspot.com/2011/05/memorial-service-for-friend.html
Take care of your body. You only have one!,https://captionsbest.blogspot.com/2011/05/our-bodies-keep-us-busy.html
It pays to adapt and be creative!,https://captionsbest.blogspot.com/2011/04/car-repair-and-good-movie.html
